2018-10-02,三重區,甘藍 進口,12.0,12.0,12.0,12.0,80.0,960.0
2018-10-02,三重區,蘿蔔 矸仔,12.0,11.0,10.0,11.0,130.0,1430.0
2018-10-02,三重區,甘薯 臺農66號,12.1,9.5,6.1,9.3,3575.0,33247.5
2018-10-02,三重區,敏豆 翼豆,13.0,11.1,10.0,11.3,708.0,8000.400000000001
2018-10-02,三重區,隼人瓜,15.0,13.2,13.0,13.5,72.0,972.0
2018-10-02,三重區,甘薯 其他,15.0,15.0,15.0,15.0,66.0,990.0
2018-10-02,三重區,絲瓜 其他,15.0,15.0,12.9,14.6,387.0,5650.2
2018-10-02,三重區,冬瓜 白皮,15.2,10.3,8.0,10.8,354.0,3823.2000000000003
2018-10-02,三重區,扁蒲 梨子蒲,18.0,12.1,8.5,12.6,453.0,5707.8
2018-10-02,三重區,扁蒲 花蒲,18.3,12.1,9.1,12.8,5470.0,70016.0
2018-10-02,三重區,玉米 甜軟殼,19.8,12.0,6.3,12.4,1978.0,24527.2
2018-10-02,三重區,隼人瓜 瓜苗,20.0,20.0,20.0,20.0,1760.0,35200.0
2018-10-02,三重區,落花生 生,20.0,20.0,20.0,20.0,130.0,2600.0
2018-10-02,三重區,萵苣菜 本島圓葉,20.0,20.0,20.0,20.0,150.0,3000.0
2018-10-02,三重區,蘿蔔 進口,20.1,14.2,14.0,15.4,23988.0,369415.2
2018-10-02,三重區,越瓜 青色,21.0,18.6,10.0,17.3,120.0,2076.0
2018-10-02,三重區,南瓜 東昇,22.0,20.1,13.8,19.2,340.0,6528.0
2018-10-02,三重區,南瓜 木瓜形,22.0,18.0,16.0,18.4,205.0,3771.9999999999995
2018-10-02,三重區,鴻禧菇 盒裝,23.0,23.0,23.0,23.0,180.0,4140.0
2018-10-02,三重區,洋蔥 本產,23.0,21.0,18.0,20.8,160.0,3328.0
2018-10-02,三重區,竹筍 麻竹筍,23.3,21.3,16.4,20.7,1011.0,20927.7
2018-10-02,三重區,小白菜 奶油白,25.0,25.0,25.0,25.0,15.0,375.0
2018-10-02,三重區,洋菇 盒裝,25.0,25.0,25.0,25.0,24.0,600.0
2018-10-02,三重區,茄子 胭脂茄,25.0,25.0,25.0,25.0,13.0,325.0
2018-10-02,三重區,茄子 日本種,25.0,25.0,25.0,25.0,700.0,17500.0
2018-10-02,三重區,馬鈴薯 本產,25.7,18.7,11.2,18.6,1272.0,23659.2
2018-10-02,三重區,南瓜 圓形,26.5,25.0,17.4,23.8,7149.0,170146.2
2018-10-02,三重區,芥菜 大芥菜,27.0,25.4,25.0,25.6,282.0,7219.200000000001
2018-10-02,三重區,包心白 包白,27.1,19.2,12.1,19.3,702.0,13548.6
2018-10-02,三重區,絲瓜,27.3,20.5,14.6,20.7,8696.0,180007.19999999998
2018-10-02,三重區,包心白 進口,28.0,23.3,22.0,24.0,196.0,4704.0
2018-10-02,三重區,薑 粉薑,28.3,25.4,18.7,24.6,928.0,22828.800000000003
2018-10-02,三重區,玉米 玉米筍,28.5,22.9,15.3,22.5,397.0,8932.5
