83,市政府,南港、板橋、土城線,25.041171,121.565227,4.031197725172807
84,永春,南港、板橋、土城線,25.040859,121.576292,5.146143285308247
85,後山埤,南港、板橋、土城線,25.045054,121.582522,5.7701114485981275
86,昆陽,南港、板橋、土城線,25.050461,121.593268,6.89564295701617
87,南港,南港、板橋、土城線,25.052116,121.606686,8.259557992299214
88,象山,淡水、信義線,25.032765,121.570354,4.68888212872887
89,台北101/世貿,淡水、信義線,25.032933,121.562591,3.9307603945876317
90,信義安和,淡水、信義線,25.033116,121.552798,2.9934242314891297
91,大安森林公園,淡水、信義線,25.033534,121.534869,1.4508510962222827
92,輔大,中和、蘆洲、新莊線,25.032718,121.43547,9.123598367232365
93,新莊,中和、蘆洲、新莊線,25.036125,121.452468,7.3781653806524465
94,頭前庄,中和、蘆洲、新莊線,25.039705,121.461746,6.412740854486593
95,先嗇宮,中和、蘆洲、新莊線,25.046493,121.471916,5.387735320272063
96,三重,中和、蘆洲、新莊線,25.055791,121.484725,4.316056528566079
97,菜寮,中和、蘆洲、新莊線,25.060274,121.492156,3.8352134275505145
98,台北橋,中和、蘆洲、新莊線,25.063274,121.500762,3.3238499198177767
99,大橋頭,中和、蘆洲、新莊線,25.063199,121.512801,2.547857153632424
100,中山國小,中和、蘆洲、新莊線,25.062693,121.526418,2.163006621909098
101,行天宮,中和、蘆洲、新莊線,25.059717,121.533184,1.9948712134361133
102,松江南京,中和、蘆洲、新莊線,25.052015,121.533075,1.2501080702649732
103,東門,淡水、信義線,25.033847,121.528739,1.1040399968098404
104,東門,中和、蘆洲、新莊線,25.033847,121.528739,1.1040399968098404
105,蘆洲,中和、蘆洲、新莊線,25.091553,121.464471,8.144830129111881
106,三民高中,中和、蘆洲、新莊線,25.085456,121.473389,7.023057834735842
107,徐匯中學,中和、蘆洲、新莊線,25.080727,121.479673,6.200923311207061
108,三和國中,中和、蘆洲、新莊線,25.076858,121.486346,5.415684707552207
109,三重國小,中和、蘆洲、新莊線,25.070318,121.496904,4.149266854176468
110,迴龍,中和、蘆洲、新莊線,25.022107,121.411771,11.675491500027878
111,丹鳳,中和、蘆洲、新莊線,25.028893,121.422685,10.458924199797927
